"","symbol","weight"
"66603","NR1D1",6
"36094","NR1D2",2
"85667","NR1H2",8
"53589","NR1H3",2
"88890","NR1H4",4
"84502","NR1I2",2
"16707","NR1I3",2
"50819","NR2C1",1
"4183","NR2C2",2
"47121","NR2E1",3
"17197","NR2F1",1
"85668","NR2F2",1
"77555","NR3C1",3
"89237","NR3C2",7
"80475","NR4A1",3
"85669","NR4A2",5
"53590","NR4A3",5
"64254","NR5A1",1
"69909","NR5A2",7
"77559","NR6A1",7
"77561","NRAP",8
"17374","NRAS",2
"64523","NRBF2",1
"77563","NRBP1",8
"77564","NRBP2",1
"77566","NRCAM",13
"77567","NRD1",6
"73850","NREP",2
"68992","NRF1",3
"81467","NRG1",4
"66606","NRG2",4
"83979","NRG3",7
"77570","NRG4",1
"57096","NRIP1",10
"77571","NRIP3",2
"87112","NRK",14
"23619","NRL",1
"77572","NRN1",1
"83017","NRP1",7
"89274","NRP2",10
"49266","NRSN1",3
"86750","NRSN2",2
"62476","NRXN1",12
"88362","NRXN2",18
"83981","NRXN3",14
"89791","NSD1",13
"58018","NSDHL",3
"46750","NSF",4
"77577","NSFL1C",5
"71699","NSL1",6
"84506","NSMAF",3
"42949","NSMCE2",2
"73275","NSMCE4A",3
"77579","NSUN2",2
"64461","NSUN3",2
"36096","NSUN4",1
"73546","NSUN5",3
"77580","NSUN6",3
"69915","NSUN7",2
"34430","NT5C1A",2
"65360","NT5C1B",7
"77581","NT5C2",3
"61576","NT5C3",5
"82447","NT5C3L",2
"38071","NT5DC1",3
"82448","NT5DC2",3
"71182","NT5DC3",6
"71464","NT5E",6
"2630","NTAN1",1
"80476","NTHL1",5
"90288","NTM",3
"26042","NTMT1",1
"51011","NTN1",3
"69917","NTN3",2
"28139","NTN4",1
"83640","NTN5",1
"88597","NTNG1",4
"63357","NTNG2",3
"88691","NTRK1",9
"88570","NTRK2",5
"82335","NTRK3",7
"80616","NTSR2",2
"89460","NUAK1",8
"58562","NUAK2",5
"23059","NUB1",4
"42958","NUCB1",2
"46055","NUCB2",1
"62477","NUCKS1",2
"13755","NUDC",3
"72296","NUDCD1",4
"25968","NUDCD2",2
"51012","NUDCD3",1
"80991","NUDT1",1
"63011","NUDT10",2
"86751","NUDT12",2
"69919","NUDT13",4
"20469","NUDT14",2
"64981","NUDT15",1
"37206","NUDT16L1",1
"77590","NUDT17",2
"37525","NUDT18",1
"46216","NUDT2",1
"30188","NUDT21",2
"68081","NUDT3",1
"42961","NUDT4",1
"77592","NUDT5",2
"55346","NUDT6",1
"77593","NUDT7",4
"71218","NUDT8",1
"56098","NUDT9",2
"57247","NUF2",4
"63277","NUFIP1",2
"62083","NUFIP2",4
"42963","NUGGC",3
"77594","NUMA1",9
"80306","NUMB",5
"51237","NUMBL",3
"77597","NUP107",8
"85674","NUP133",3
"86752","NUP153",10
"85052","NUP155",9
"89963","NUP160",15
"70895","NUP188",9
"62084","NUP205",7
"50820","NUP210",3
"77602","NUP210L",11
"88692","NUP214",12
"35578","NUP35",2
"46057","NUP43",3
"82336","NUP54",3
"69923","NUP62",5
"1818","NUP85",1
"86754","NUP88",5
"81697","NUP93",4
"88438","NUP98",14
"70972","NUPL1",5
"38741","NUPL2",4
"58755","NUPR1",1
"61227","NUS1",1
"83198","NUSAP1",4
"83502","NUTF2",1
"69924","NVL",4
"82646","NWD1",16
"66610","NXF1",8
"71700","NXF2",1
"77605","NXF3",6
"63490","NXF5",8
"77606","NXN",5
"87115","NXPE1",9
"80948","NXPE2",1
"42984","NXPE3",1
"53614","NXPE4",2
"14413","NXPH1",2
"77607","NXPH2",2
"14792","NXPH3",1
"39035","NXT2",2
"67952","NYAP1",4
"30770","NYAP2",2
"83982","NYNRIN",13
"69925","O3FAR1",2
"46920","OAF",1
"88439","OAS1",3
"83641","OAS2",7
"72132","OAS3",6
"77612","OASL",8
"85054","OAT",2
"35977","OAZ2",1
"77614","OAZ3",2
"83716","OBFC1",5
"86757","OBP2A",3
"67770","OBP2B",4
"87638","OBSCN",46
"83765","OBSL1",9
"77617","OC90",2
"63681","OCIAD1",2
"83983","OCLN",3
"39036","OCM2",1
"89096","OCRL",8
"87904","OCSTAMP",4
"1820","ODAM",3
"55450","ODF1",2
"89964","ODF2",11
"81471","ODF2L",6
"53623","ODF3L1",1
"46630","ODF3L2",3
"53624","ODF4",1
"87254","ODZ1",25
"83718","ODZ2",16
"89884","ODZ3",16
"77624","ODZ4",18
"77625","OFCC1",3
"89965","OFD1",8
"66617","OGDH",7
"40172","OGDHL",6
"69929","OGFOD1",4
"73318","OGFR",3
"88114","OGFRL1",3
"77627","OGG1",4
"82093","OGN",3
"77629","OGT",6
"643","OIP5",1
"53630","OIT3",2
"85676","OLA1",2
"3209","OLAH",1
"85677","OLFM1",1
"53631","OLFM2",3
"5751","OLFM3",1
"47860","OLFM4",4
"77630","OLFML1",2
"89841","OLFML2A",5
"77632","OLFML2B",7
"77634","OLFML3",7
"61577","OLIG3",1
"38086","OLR1",2
"19985","OMA1",6
"90290","OMD",2
"65235","ONECUT1",5
"57545","ONECUT2",6
"61057","ONECUT3",2
"3654","OOEP",1
"88440","OPA1",6
"13759","OPA3",1
"34081","OPALIN",4
"60624","OPCML",2
"39039","OPHN1",4
"72240","OPN1LW",4
"29524","OPN1MW",2
"66619","OPN1MW2",1
"77637","OPN1SW",3
"43014","OPN3",1
"80992","OPN4",5
"83449","OPRD1",4
"4718","OPRK1",2
"69933","OPRL1",3
"67371","OPRM1",5
"66620","OPTC",2
"14269","OPTN",3
"83984","OR10A2",2
"77639","OR10A3",2
"59260","OR10A4",2
"28427","OR10A5",2
"55587","OR10A6",3
"31341","OR10A7",2
"43017","OR10AG1",4
"77642","OR10C1",5
"86758","OR10D3",2
"55385","OR10G2",3
"77644","OR10G3",1
"53636","OR10G4",6
"53637","OR10G7",3
"19237","OR10G8",2
"72242","OR10G9",5
"87501","OR10H1",3
"87639","OR10H2",3
"53640","OR10H3",3
"77645","OR10H4",5
"77646","OR10J1",5
"64609","OR10J3",4
"84513","OR10J5",5
"89377","OR10K1",5
"77647","OR10K2",3
"43020","OR10P1",2
"86759","OR10Q1",5
"77648","OR10R2",6
"77649","OR10S1",2
"53642","OR10T2",2
"56903","OR10V1",2
"84514","OR10W1",1
"69934","OR10X1",1
"67305","OR10Z1",4
"50821","OR11G2",4
"82227","OR11H1",8
"86761","OR11H12",5
"46516","OR11H4",3
"80950","OR11H6",2
"2829","OR11H7",1
"89151","OR11L1",8
"26932","OR12D2",1
"83985","OR12D3",2
"28713","OR13A1",2
"90216","OR13C2",4
"27434","OR13C3",1
"71829","OR13C4",3
"86762","OR13C5",4
"60492","OR13C8",8
"73550","OR13C9",4
"60219","OR13D1",2
"23070","OR13F1",2
"70800","OR13G1",5
"31344","OR13H1",1
"80559","OR13J1",5
"68333","OR14A16",2
"73485","OR14A2",1
"89681","OR14C36",6
"43030","OR14I1",5
"16014","OR14K1",1
"86763","OR1A1",5
"87116","OR1A2",4
"53651","OR1B1",2
"46517","OR1C1",1
"53652","OR1D2",2
"57249","OR1D5",3
"43032","OR1E1",1
"51566","OR1E2",1
"88531","OR1I1",2
"65365","OR1J1",3
"59823","OR1J2",1
"53653","OR1J4",1
"36899","OR1L1",1
"53654","OR1L3",1
"17807","OR1L4",2
"67597","OR1L6",3
"26807","OR1L8",3
"58019","OR1M1",4
"54958","OR1Q1",2
"77653","OR1S1",1
"89204","OR1S2",4
"86254","OR2A12",1
"11264","OR2A14",3
"53656","OR2A4",3
"62342","OR2A42",1
"71954","OR2A7",1
"34882","OR2AE1",1
"85678","OR2AG1",3
"3245","OR2AG2",1
"53657","OR2AK2",2
"22095","OR2AT4",1
"33767","OR2B11",2
"85679","OR2B2",5
"86765","OR2B3",3
"36176","OR2B6",1
"53658","OR2C1",1
"15525","OR2C3",2
"55451","OR2D2",2
"77655","OR2D3",4
"69937","OR2F1",5
"6848","OR2F2",1
"83986","OR2G3",8
"84515","OR2G6",6
"53661","OR2H2",2
"89967","OR2J1",6
"80816","OR2J2",5
"73453","OR2J3",3
"77658","OR2K2",2
"69938","OR2L13",4
"68335","OR2L2",6
"83200","OR2L3",4
"89152","OR2L5",1
"87117","OR2L8",4
"34883","OR2M2",1
"51017","OR2M3",1
"83383","OR2M5",4
"39516","OR2M7",2
"82338","OR2T1",3
"88999","OR2T10",5
"39041","OR2T11",2
"67372","OR2T12",3
"55314","OR2T2",4
"86767","OR2T27",7
"65366","OR2T29",2
"86768","OR2T3",6
"86770","OR2T33",6
"51126","OR2T34",5
"72448","OR2T35",6
"73276","OR2T5",2
"86771","OR2T8",6
"71830","OR2V1",6
"14655","OR2V2",2
"25868","OR2W1",1
"66626","OR2W3",2
"80560","OR2Y1",1
"66627","OR2Z1",5
"14940","OR3A1",3
"70973","OR3A2",2
"86772","OR3A3",3
"86345","OR4A15",7
"46519","OR4A16",1
"12899","OR4A47",1
"88631","OR4A5",3
"68083","OR4B1",5
"45477","OR4C11",1
"73851","OR4C12",5
"87255","OR4C13",4
"89792","OR4C15",5
"71104","OR4C16",4
"68994","OR4C46",4
"87924","OR4C5",2
"53675","OR4C6",2
"90384","OR4D10",10
"53677","OR4D11",5
"89515","OR4D2",4
"53678","OR4D5",1
"27740","OR4D6",3
"43047","OR4D9",2
"29528","OR4E2",2
"56222","OR4F15",4
"88721","OR4F17",5
"89555","OR4F4",1
"37115","OR4F5",1
"71831","OR4F6",2
"77671","OR4K1",3
"37497","OR4K13",3
"82416","OR4K14",3
"87118","OR4K15",3
"77673","OR4K17",1
"77674","OR4K2",6
"47409","OR4K5",3
"53683","OR4L1",1
"77675","OR4M1",6
"86773","OR4M2",4
"53687","OR4N2",5
"86775","OR4N4",5
"57495","OR4N5",2
"16676","OR4P4",1
"77677","OR4Q3",3
"43051","OR4S1",3
"77678","OR4S2",7
"39042","OR4X1",1
"50413","OR4X2",3
"86776","OR51A2",3
"39297","OR51A4",2
"87306","OR51A7",5
"53690","OR51B4",5
"77680","OR51B5",3
"77682","OR51B6",1
"82339","OR51C1P",2
"59971","OR51E1",2
"81780","OR51E2",5
"77683","OR51F1",2
"77685","OR51F2",3
"58988","OR51G2",3
"72197","OR51I1",2
"51019","OR51J1",2
"77686","OR51M1",1
"37209","OR51Q1",3
"66628","OR51S1",1
"30778","OR51T1",2
"90484","OR51V1",3
"27741","OR52A1",2
"77689","OR52A5",4
"57621","OR52B2",3
"32389","OR52B4",1
"50577","OR52B6",1
"38745","OR52D1",3
"46753","OR52E2",1
"57832","OR52E4",3
"77690","OR52E6",1
"72998","OR52E8",1
"77692","OR52H1",3
"60220","OR52I2",2
"69942","OR52J3",3
"87119","OR52K1",3
"48435","OR52K2",5
"46059","OR52L1",2
"77694","OR52M1",2
"69943","OR52N2",3
"37301","OR52N4",1
"6173","OR52N5",1
"62407","OR52R1",3
"53696","OR52W1",3
"33480","OR56A1",3
"77695","OR56A3",3
"35980","OR56A4",2
"30779","OR56B1",1
"502","OR56B4",1
"29531","OR5A1",2
"62613","OR5A2",4
"77696","OR5AC2",2
"77697","OR5AK2",7
"82806","OR5AN1",1
"53700","OR5AR1",4
"77698","OR5AS1",4
"82340","OR5AU1",4
"61230","OR5B12",3
"70802","OR5B17",1
"66630","OR5B21",1
"72999","OR5B3",2
"84517","OR5C1",4
"89968","OR5D13",5
"87120","OR5D14",4
"84518","OR5D16",7
"53707","OR5D18",3
"34090","OR5F1",1
"77703","OR5H1",7
"77704","OR5H14",1
"48437","OR5H15",2
"20640","OR5H2",3
"46060","OR5H6",4
"70641","OR5I1",8
"89745","OR5J2",5
"17202","OR5K1",1
"73852","OR5K2",3
"85682","OR5K3",3
"53710","OR5K4",2
"77706","OR5L1",6
"59972","OR5L2",9
"53717","OR5M1",4
"70974","OR5M11",3
"31350","OR5M3",2
"43065","OR5M8",2
"39437","OR5M9",2
"77708","OR5P2",5
"69945","OR5P3",1
"66631","OR5R1",5
"89793","OR5T1",8
"32880","OR5T2",2
"77711","OR5T3",2
"48615","OR5V1",2
"86256","OR5W2",3
"62093","OR6A2",5
"83767","OR6B1",4
"33768","OR6B3",2
"77712","OR6C1",1
"62094","OR6C2",3
"90166","OR6C3",3
"83988","OR6C6",2
"67409","OR6C65",1
"77714","OR6C68",1
"83389","OR6C70",5
"77716","OR6C74",4
"69946","OR6C75",2
"83503","OR6C76",10
"37303","OR6F1",2
"70803","OR6K2",6
"69949","OR6K3",4
"89069","OR6K6",6
"77717","OR6M1",3
"90217","OR6N1",2
"73395","OR6P1",6
"53728","OR6Q1",3
"47687","OR6S1",3
"71586","OR6T1",3
"77718","OR6V1",4
"59306","OR6X1",7
"57444","OR6Y1",2
"43072","OR7A10",1
"87121","OR7A17",4
"83853","OR7A2P",2
"63405","OR7A5",4
"77719","OR7C1",4
"66632","OR7C2",2
"89378","OR7D2",9
"34885","OR7D4",2
"80951","OR7G1",1
"34653","OR7G3",1
"59472","OR8A1",2
"15770","OR8B12",1
"73279","OR8B2",2
"53736","OR8B3",2
"28429","OR8B4",1
"83768","OR8B8",2
"81782","OR8D1",7
"49290","OR8D2",2
"65609","OR8D4",2
"77723","OR8H1",7
"77725","OR8H2",7
"77726","OR8H3",2
"36903","OR8I2",2
"77728","OR8J1",4
"77729","OR8K1",6
"77731","OR8K3",3
"84520","OR8K5",3
"12278","OR8S1",2
"26811","OR8U1",2
"63819","OR9A2",1
"53743","OR9A4",5
"53744","OR9G1",2
"83390","OR9G4",3
"53745","OR9I1",1
"64157","OR9K2",2
"77732","OR9Q1",2
"53746","OR9Q2",1
"85683","ORAI1",1
"22307","ORAI2",1
"77733","ORC1",5
"39981","ORC2",5
"89842","ORC3",4
"77734","ORC4",2
"77735","ORC5",1
"89516","ORM1",1
"77737","ORM2",5
"39044","ORMDL1",2
"66634","ORMDL2",1
"13124","ORMDL3",2
"34093","OS9",4
"60374","OSBP",1
"80818","OSBP2",4
"89794","OSBPL10",7
"85684","OSBPL11",4
"77739","OSBPL1A",5
"38094","OSBPL2",3
"59644","OSBPL3",5
"45224","OSBPL5",2
"77740","OSBPL6",4
"21273","OSBPL7",1
"63116","OSBPL8",8
"77741","OSBPL9",6
"71656","OSCAR",2
"29933","OSCP1",4
"53748","OSGEP",1
"29538","OSGEPL1",3
"77742","OSGIN2",1
"23958","OSM",1
"88442","OSMR",5
"77743","OSR1",2
"45225","OSR2",4
"59307","OST4",1
"23080","OSTN",1
"77744","OTC",4
"77746","OTOA",7
"89556","OTOF",19
"90103","OTOG",7
"90292","OTOGL",22
"77748","OTOL1",2
"21524","OTOP1",1
"88533","OTOP2",6
"87422","OTOP3",4
"82228","OTOR",2
"64703","OTP",2
"60950","OTUB1",2
"31839","OTUD1",1
"77750","OTUD3",1
"77752","OTUD4",8
"50579","OTUD6A",3
"66635","OTUD6B",2
"89795","OTUD7A",9
"85687","OTUD7B",8
"89885","OTX2",5
"83855","OVCA2",1
"90293","OVCH1",5
"77757","OVGP1",7
"6855","OVOL2",1
"1845","OXA1L",1
"77761","OXCT1",6
"86784","OXCT2",5
"36361","OXER1",4
"68607","OXGR1",4
"66637","OXNAD1",2
"80562","OXR1",9
"89153","OXSM",3
"53750","OXSR1",2
"3661","OXT",1
"57103","OXTR",1
"80819","P2RX2",3
"51751","P2RX3",1
"53751","P2RX4",2
"35279","P2RX5",4
"86785","P2RX7",3
"86349","P2RY1",6
"61662","P2RY10",7
"59177","P2RY13",4
"48085","P2RY2",1
"15265","P2RY4",2
"8068","P2RY6",1
"23514","P2RY8",1
"57623","P4HA1",3
"86786","P4HA2",5
"58759","P4HA3",4
"69958","P4HB",5
"84525","P4HTM",5
"29542","PA2G4",2
"17203","PAAF1",1
"83551","PABPC1",3
"53758","PABPC1L",5
"80821","PABPC3",8
"90218","PABPC4",7
"86787","PABPC4L",7
"27204","PABPC5",2
"2638","PABPN1",1
"71587","PABPN1L",2
"88116","PACRG",2
"80822","PACS1",5
"88117","PACS2",6
"77770","PACSIN1",2
"63821","PACSIN2",4
"59728","PACSIN3",3
"77771","PADI1",2
"85688","PADI2",4
"83990","PADI3",5
"73807","PADI4",3
"47820","PAEP",2
"23081","PAF1",2
"62095","PAFAH1B1",3
"72390","PAFAH1B3",1
"86258","PAG1",3
"57624","PAGE1",4
"57837","PAGE2",1
"30791","PAGE2B",1
"12907","PAGE3",1
"62410","PAGE5",2
"77772","PAH",3
"84527","PAICS",4
"63682","PAK1",4
"77773","PAK1IP1",1
"34886","PAK2",2
"77774","PAK3",5
"59826","PAK4",3
"66641","PAK6",5
"53762","PAK7",4
"89154","PALB2",7
"90295","PALD1",5
"83646","PALLD",5
"83585","PALM",2
"72391","PALM2",3
"81992","PALM2-AKAP2",7
"67695","PALM3",2
"56223","PALMD",3
"83203","PAM",7
"69962","PAMR1",4
"88017","PAN2",5
"61663","PAN3",2
"46285","PANK1",2
"63683","PANK2",1
"90012","PANK4",6
"39483","PANX1",3
"80243","PANX2",3
"80365","PANX3",3
"62096","PAOX",1
"37498","PAPD4",2
"82731","PAPD5",2
"45293","PAPD7",2
"71832","PAPL",3
"74067","PAPLN",4
"77778","PAPOLA",5
"37003","PAPOLG",2
"86166","PAPPA",13
"82647","PAPPA2",24
"22308","PAPSS1",2
"77783","PAPSS2",2
"69965","PAQR3",3
"51569","PAQR4",1
"48443","PAQR5",1
"9948","PAQR6",2
"70567","PAQR7",1
"38104","PAQR8",2
"80952","PAQR9",3
"88534","PARD3",8
"77784","PARD3B",3
"43115","PARD6A",1
"74068","PARD6B",2
"55752","PARG",1
"62480","PARK2",3
"53776","PARM1",3
"71588","PARP1",6
"55753","PARP10",6
"6858","PARP11",1
"20230","PARP12",2
"82144","PARP14",9
"85056","PARP15",7
"89379","PARP16",2
"2639","PARP2",1
"73623","PARP3",6
"90296","PARP4",18
"77796","PARP6",7
"82613","PARP8",8
"82343","PARP9",6
"51465","PARPBP",5
"58024","PARS2",2
"73938","PARVA",3
"46926","PARVG",3
"60628","PASD1",5
"88893","PASK",12
"6248","PATE3",1
"20278","PATE4",2
"77801","PATL1",3
"77802","PATL2",3
"47410","PAWR",1
"72734","PAX2",4
"66649","PAX3",4
"4720","PAX4",1
"58572","PAX5",6
"77803","PAX6",4
"86259","PAX7",1
"64906","PAX8",3
"61379","PAX9",2
"87124","PAXIP1",7
"85689","PBK",4
"74069","PBRM1",7
"55910","PBX1",2
"77806","PBX4",2
"85690","PBXIP1",5
"88443","PC",10
"57843","PCBP1",1
"67900","PCBP2",7
"47411","PCBP4",2
"81484","PCCA",5
"89797","PCCB",2
"69972","PCDH1",9
"77808","PCDH10",15
"82450","PCDH11X",17
"38526","PCDH12",5
"77810","PCDH15",17
"77811","PCDH17",5
"90420","PCDH18",11
"89206","PCDH19",25
"85692","PCDH20",5
"77815","PCDH7",9
"84530","PCDH9",10
"73896","PCDHA1",8
"85693","PCDHA10",11
"86789","PCDHA11",11
"87125","PCDHA12",4
"82536","PCDHA13",10
"87640","PCDHA2",9
"62295","PCDHA3",9
"80827","PCDHA4",7
"87821","PCDHA5",6
"88894","PCDHA6",6
"85694","PCDHA7",7
"88118","PCDHA8",11
"89038","PCDHA9",8
"77828","PCDHAC1",9
"77829","PCDHAC2",7
"81486","PCDHB1",6
"90104","PCDHB10",6
"83993","PCDHB11",9
"87256","PCDHB12",10
"87722","PCDHB13",6
"64161","PCDHB14",6
"77834","PCDHB15",3
"72135","PCDHB16",10
"82345","PCDHB2",8
"43141","PCDHB3",5
"60065","PCDHB4",3
"72004","PCDHB5",6
"85696","PCDHB6",12
"87822","PCDHB7",14
"59914","PCDHB8",7
"84532","PCDHGA1",12
"71835","PCDHGA10",1
"89710","PCDHGA11",11
"83994","PCDHGA12",6
"90141","PCDHGA2",10
"70688","PCDHGA3",6
"73553","PCDHGA4",6
"80244","PCDHGA5",5
"53814","PCDHGA6",4
"88180","PCDHGA7",5
"89313","PCDHGA8",2
"83205","PCDHGA9",6
"81039","PCDHGB1",6
"87127","PCDHGB2",4
"71358","PCDHGB3",5
"81488","PCDHGB4",9
"62099","PCDHGB6",11
"82538","PCDHGB7",9
"56973","PCDHGC3",4
"77841","PCDHGC4",5
"85698","PCDHGC5",5
"77842","PCDP1",2
"64674","PCED1A",3
"86351","PCED1B",7
"80666","PCF11",8
"77845","PCGF2",1
"54995","PCGF3",1
"60223","PCGF5",2
"82540","PCGF6",6
"77846","PCID2",5
"66658","PCIF1",2
"77848","PCK1",5
"69984","PCK2",4
"88019","PCLO",35
"88662","PCM1",7
"48449","PCMT1",2
"77853","PCMTD1",3
"77854","PCMTD2",4
"77856","PCNT",18
"87128","PCNX",10
"89557","PCNXL2",24
"86794","PCNXL3",9
"53830","PCNXL4",2
"39299","PCOLCE",2
"50207","PCOLCE2",3
"27880","PCP2",2
"8834","PCSK1",2
"87129","PCSK2",4
"43181","PCSK4",3
"87130","PCSK5",16
"66660","PCSK6",5
"80480","PCSK7",5
"19282","PCTP",1
"61237","PCYOX1",5
"62853","PCYOX1L",1
"72136","PCYT1A",2
"77863","PCYT1B",7
"31368","PCYT2",3
"9127","PDAP1",1
"16074","PDC",1
"58373","PDCD1",2
"43185","PDCD10",3
"74070","PDCD11",8
"43186","PDCD2L",1
"64527","PDCD4",3
"69987","PDCD6",5
"39738","PDCD6IP",4
"85701","PDCD7",2
"61849","PDCL",1
"77864","PDCL2",3
"88119","PDCL3",3
"89799","PDE10A",8
"88693","PDE11A",5
"83770","PDE12",3
"81913","PDE1A",5
"77867","PDE1B",6
"89519","PDE1C",5
"57105","PDE2A",4
"88444","PDE3A",13
"82094","PDE3B",4
"58394","PDE4A",1
"84537","PDE4B",12
"70898","PDE4C",5
"70978","PDE4D",8
"89239","PDE4DIP",19
"77875","PDE5A",7
"77876","PDE6A",8
"87452","PDE6B",3
"87132","PDE6C",6
"12909","PDE7B",1
"82894","PDE8A",1
"77877","PDE8B",1
"90485","PDE9A",6
"35493","PDGFB",2
"83505","PDGFRA",7
"82145","PDGFRB",8
"30449","PDGFRL",1
"87133","PDHA1",2
"49751","PDHA2",4
"89682","PDHB",2
"77880","PDHX",3
"9955","PDIA2",1
"77883","PDIA4",7
"66666","PDIA5",7
"1871","PDIA6",1
"85702","PDIK1L",3
"80954","PDILT",7
"77884","PDK1",2
"72583","PDK2",2
"77885","PDK4",4
"89843","PDLIM1",1
"63826","PDLIM4",2
"81491","PDLIM5",4
"66667","PDLIM7",4
"77887","PDP1",3
"53839","PDP2",2
"23104","PDPK1",2
"88306","PDPR",7
"85703","PDRG1",3
"87642","PDS5A",3
"85704","PDS5B",10
"73743","PDSS1",2
"19286","PDSS2",1
"69990","PDX1",1
"73219","PDXDC1",5
"85705","PDYN",3
"84538","PDZD2",18
"67700","PDZD3",2
"69991","PDZD4",6
"73556","PDZD7",8
"77893","PDZD8",4
"53842","PDZK1",1
"39054","PDZK1IP1",2
"88897","PDZRN3",7
"77894","PDZRN4",5
"81492","PEA15",1
"85097","PEAK1",9
"83856","PEAR1",6
"50418","PEBP1",1
"62102","PEF1",2
"90386","PEG10",2
"88572","PEG3",22
"49975","PELI1",2
"62103","PELI2",4
"60300","PELI3",3
"21393","PELO",2
"85707","PELP1",8
"77899","PEMT",1
"88898","PENK",3
"68796","PER1",10
"83393","PER2",9
"77905","PER3",12
"34661","PERP",1
"62854","PES1",5
"90341","PET112",2
"88446","PEX1",10
"62104","PEX10",1
"43221","PEX11A",1
"86078","PEX11B",2
"73398","PEX11G",2
"51146","PEX13",3
"66674","PEX14",2
"38123","PEX16",1
"14946","PEX19",1
"65165","PEX2",2
"35286","PEX26",2
"57850","PEX3",2
"45538","PEX5",1
"89097","PEX5L",7
"86798","PEX6",8
"47415","PEX7",3
"67534","PF4",1
"66676","PFAS",7
"77908","PFDN1",1
"16607","PFDN6",2
"85710","PFKFB2",1
"66677","PFKFB3",4
"56539","PFKFB4",3
"9346","PFKL",1
"69996","PFKM",9
"69997","PFKP",7
"66680","PGA3",2
"69998","PGA5",4
"12247","PGAM2",1
"77910","PGAM4",2
"1874","PGAM5",1
"87775","PGAP1",11
"85057","PGAP2",5
"83022","PGAP3",1
"43229","PGBD1",2
"86261","PGBD2",3
"77914","PGBD3",4
"34888","PGBD4",2
"80482","PGBD5",7
"86799","PGC",2
"88120","PGD",4
"77915","PGF",5
"55755","PGGT1B",2
"84541","PGK1",6
"65613","PGK2",1
"63827","PGLS",2
"49752","PGLYRP2",1
"56905","PGLYRP3",5
"43237","PGLYRP4",1
"77916","PGM1",5
"77917","PGM2",5
"85058","PGM2L1",2
"58578","PGM3",2
"80124","PGM5",6
"77918","PGR",6
"45131","PGRMC1",2
"69999","PGS1",3
"89746","PHACTR1",10
"82185","PHACTR2",5
"35643","PHACTR3",5
"62105","PHACTR4",3
"66685","PHB",2
"62563","PHB2",2
"62413","PHC1",2
"65371","PHC2",7
"73337","PHC3",6
"80246","PHEX",5
"67701","PHF1",4
"43241","PHF11",3
"77921","PHF12",9
"72137","PHF13",2
"82733","PHF14",3
"84543","PHF15",9
"77925","PHF16",5
"77926","PHF17",5
"53866","PHF19",3
"77927","PHF2",4
"50782","PHF20",3
"84544","PHF20L1",9
"43246","PHF21A",1
"82186","PHF21B",3
"77929","PHF23",2
"77933","PHF3",12
"74249","PHF6",3
"53869","PHF7",2
"82809","PHF8",13
"53870","PHGDH",1
"77938","PHIP",12
"85712","PHKA1",8
"82810","PHKA2",13
"87388","PHKB",4
"5645","PHKG2",1
"87861","PHLDA1",8
"89314","PHLDB1",12
"89747","PHLDB2",9
"90106","PHLDB3",5
"88899","PHLPP1",10
"90142","PHLPP2",9
"77944","PHOSPHO1",1
"57626","PHOSPHO2",2
"90143","PHOX2B",3
"90046","PHRF1",9
"77946","PHTF1",3
"82734","PHTF2",6
"80955","PHYH",3
"77947","PHYHIP",3
"77948","PI15",3
"36271","PI16",3
"68867","PI3",1
"71362","PI4K2A",3
"64985","PI4K2B",5
"66696","PI4KA",10
"77949","PI4KB",6
"11964","PIANP",1
"40183","PIAS1",3
"86262","PIAS2",7
"66699","PIAS3",4
"56906","PIAS4",3
"77950","PIBF1",5
"84547","PICALM",3
"56540","PICK1",3
"39301","PID1",1
"59832","PIDD",2
"86801","PIEZO1",17
"70014","PIEZO2",9
"20474","PIF1",1
"77952","PIGA",5
"80956","PIGB",2
"86802","PIGG",8
"77953","PIGL",2
"68797","PIGM",3
"90387","PIGN",5
"90220","PIGO",4
"64986","PIGQ",4
"77955","PIGR",7
"39059","PIGS",2
"85059","PIGT",5
"83772","PIGV",2
"57497","PIGW",3
"60631","PIGZ",3
"84549","PIH1D1",3
"85715","PIH1D2",1
"77956","PIH1D3",1
"15536","PIK3AP1",2
"45797","PIK3C2A",5
"77957","PIK3C2B",12
"89632","PIK3C2G",9
"57253","PIK3C3",7
"90455","PIK3CA",381
"66703","PIK3CB",9
"68572","PIK3CD",6
"84554","PIK3CG",6
"59833","PIK3IP1",3
"85717","PIK3R1",18
"65616","PIK3R2",4
"85718","PIK3R3",6
"85719","PIK3R4",11
"72591","PIK3R5",6
"85720","PIKFYVE",11
"66707","PILRA",2
"66708","PILRB",7
"66710","PIM2",4
"58581","PIM3",2
"85721","PINK1",4
"87776","PINX1",1
"63690","PION",3
"66711","PIP",2
"53881","PIP4K2A",2
"81494","PIP4K2C",6
"81699","PIP5K1A",6
"60448","PIP5K1B",2
"71155","PIP5K1C",5
"63409","PIP5KL1",2
"66713","PIPOX",2
"59427","PIR",2
"77971","PISD",1
"43278","PITHD1",1
"38133","PITPNA",2
"73134","PITPNB",2
"89425","PITPNC1",5
"66714","PITPNM1",7
"85722","PITPNM2",3
"82616","PITPNM3",3
"72138","PITRM1",8
"20143","PITX1",3
"85723","PITX2",5
"90342","PIWIL1",18
"85724","PIWIL2",8
"89000","PIWIL3",7
